"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Sex","Age group","Offence group","Police Force Area","Value","Value_type","Denominator (Prosecutions at Magistrates Court)","Numerator (Convictions and Magistrates Court and Crown Court)"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2012","Year","All","Juveniles","All","All","72","%","2082","1499"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2012","Year","All","Young adults","All","All","75.6","%","1857","1404"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2012","Year","All","Adults","All","All","83.1","%","3359","2792"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2012","Year","All","Juveniles","All","All","75.9","%","382","290"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2012","Year","All","Young adults","All","All","85.8","%","452","388"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2012","Year","All","Adults","All","All","85.1","%","213239","181565"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2012","Year","All","Juveniles","All","All","76.8","%","24200","18575"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2012","Year","All","Young adults","All","All","81.9","%","30862","25286"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","Adults","All","All","74.4","%","14311","10648"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","Juveniles","All","All","69.6","%","1555","1082"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","Young adults","All","All","69.4","%","2139","1485"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","Adults","All","All","77.5","%","21144","16382"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","Juveniles","All","All","70.2","%","3693","2591"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","Young adults","All","All","74.1","%","3891","2885"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2013","Year","All","Adults","All","All","78.4","%","7147","5601"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2013","Year","All","Juveniles","All","All","68.2","%","1643","1120"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2013","Year","All","Young adults","All","All","71.8","%","1752","1258"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2013","Year","All","Adults","All","All","83.3","%","3444","2869"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2013","Year","All","Juveniles","All","All","70.7","%","287","203"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2013","Year","All","Young adults","All","All","78.8","%","425","335"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2013","Year","All","Adults","All","All","82.9","%","215108","178233"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2013","Year","All","Juveniles","All","All","73.6","%","18575","13674"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2013","Year","All","Young adults","All","All","76","%","27174","20660"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2014","Year","All","Adults","All","All","75","%","13561","10167"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2014","Year","All","Juveniles","All","All","70.1","%","1166","817"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2014","Year","All","Young adults","All","All","72.3","%","2009","1453"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2014","Year","All","Adults","All","All","77.9","%","20223","15755"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2014","Year","All","Juveniles","All","All","69.3","%","3029","2099"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2014","Year","All","Young adults","All","All","76.5","%","3793","2901"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2014","Year","All","Adults","All","All","78.2","%","6668","5212"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2014","Year","All","Juveniles","All","All","68.6","%","1426","978"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2014","Year","All","Young adults","All","All","72.2","%","1536","1109"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2014","Year","All","Adults","All","All","81.1","%","3006","2437"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2014","Year","All","Juveniles","All","All","64.7","%","238","154"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2014","Year","All","Young adults","All","All","79.4","%","383","304"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","Adults","All","All","82.7","%","207892","171845"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","Juveniles","All","All","71.7","%","15867","11378"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","Young adults","All","All","78.4","%","23450","18395"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","Adults","All","All","78.1","%","12639","9877"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","Juveniles","All","All","72.8","%","1071","780"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","Young adults","All","All","76.7","%","1708","1310"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","Adults","All","All","81.3","%","18523","15054"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","Juveniles","All","All","70.3","%","2842","1999"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","Young adults","All","All","78.3","%","3628","2840"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","Adults","All","All","79.6","%","6555","5221"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","Juveniles","All","All","68.3","%","1311","895"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","Young adults","All","All","75.6","%","1330","1005"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","Adults","All","All","84.9","%","2783","2363"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","Juveniles","All","All","78.2","%","234","183"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","Young adults","All","All","84.9","%","378","321"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","Adults","All","All","85.4","%","185298","158325"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","Juveniles","All","All","72.1","%","12995","9373"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","Young adults","All","All","81.4","%","18873","15370"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","Adults","All","All","81.3","%","12017","9769"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","Juveniles","All","All","73.4","%","1001","735"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","Young adults","All","All","79","%","1694","1338"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2016","Year","All","Adults","All","All","82","%","18464","15133"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2016","Year","All","Juveniles","All","All","69.2","%","2894","2003"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2016","Year","All","Young adults","All","All","82.7","%","3639","3009"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2016","Year","All","Adults","All","All","83.8","%","5468","4584"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2016","Year","All","Juveniles","All","All","71.3","%","991","707"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2016","Year","All","Young adults","All","All","77.2","%","1154","891"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2016","Year","All","Adults","All","All","81.6","%","2509","2048"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2016","Year","All","Juveniles","All","All","71.1","%","218","155"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2016","Year","All","Young adults","All","All","85.4","%","349","298"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2016","Year","All","Adults","All","All","87.2","%","159969","139479"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2016","Year","All","Juveniles","All","All","72.3","%","10209","7378"
