,lats,longs,text,size,color
185,52.694214,-1.838014,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Pakistani<br>Age: 18-24<br>Gender: Male,12,41
186,53.043517,-2.252283,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
187,52.666454,-2.020141,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
188,52.789372,-2.077970,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
189,53.116511,-2.175886,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
190,52.637500,-1.686970,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
191,52.039809,0.728135,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
192,52.245930,0.402568,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
193,52.061503,1.143325,Reason: Offensive weapons<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Male,4,1
194,52.194637,1.010362,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
195,52.240283,0.695565,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
196,52.024650,1.266371,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
197,52.516514,1.723539,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: 10-17<br>Gender: Female,16,1
198,51.407815,-0.352953,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
199,51.334673,-0.267762,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: Male,12,11
200,51.256345,-0.545090,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
201,51.239334,-0.273982,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
202,51.294456,-0.235756,Reason: Anything to threaten or harm anyone<br>Ethnicity: Other ethnic group - Arab<br>Age: 18-24<br>Gender: Male,12,11
203,51.370229,-0.489980,Reason: Anything to threaten or harm anyone<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: Male,12,11
204,51.461945,-0.490972,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: 25-34<br>Gender: Male,8,41
205,51.332251,-0.769532,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
206,51.299016,-0.072639,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
207,51.186988,-0.617992,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
208,51.320758,-0.529248,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
209,52.639577,-1.636309,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
210,52.497264,-1.478959,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
211,52.389076,-1.255400,Reason: Article for use in theft<br>Ethnicity: White - Any other White background<br>Age: 18-24<br>Gender: Male,12,1
212,52.273695,-1.889085,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
213,52.381991,-1.565396,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: None,8,1
214,50.831240,-0.234377,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
215,50.812769,-0.613209,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
216,50.841547,-0.758549,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
217,51.115563,-0.189957,Reason: None<br>Ethnicity: Black/African/Caribbean/Black British - Caribbean<br>Age: 25-34<br>Gender: Male,8,31
218,51.062456,-0.327949,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
219,51.135998,-0.029863,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
220,50.812125,-0.360367,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
221,52.378419,-2.047214,Reason: Article for use in theft<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
222,52.195736,-2.261261,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
223,52.305745,-1.937023,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
224,52.190795,-2.219790,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
225,52.094700,-1.946106,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
226,52.390600,-2.265012,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
227,51.707660,-0.362624,Reason: Controlled drugs<br>Ethnicity: White - Irish<br>Age: 25-34<br>Gender: Male,8,1
228,51.763897,-0.215559,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 10-17<br>Gender: Male,16,31
229,51.795887,-0.079036,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 18-24<br>Gender: Male,12,31
230,51.901820,-0.205869,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: Male,12,11
231,53.477512,-2.226586,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
232,53.557487,-2.203827,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
233,53.376584,-2.169682,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
234,53.478950,-2.589682,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
235,53.420973,-2.846718,Reason: None<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Male,4,1
236,53.419114,-2.888557,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
237,53.433835,-2.776846,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
238,53.645046,-3.011749,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Female,8,1
239,53.437545,-3.045665,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
240,53.572187,-1.469228,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Female,12,1
241,53.522000,-1.139610,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
242,53.383992,-1.468894,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
243,54.969158,-1.612462,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
244,55.008216,-1.524808,Reason: Articles for use in criminal damage<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
245,54.951631,-1.358752,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - African<br>Age: over 34<br>Gender: Male,4,31
246,54.906817,-1.386805,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
247,52.473214,-1.795411,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: None,12,1
248,52.408362,-1.517316,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: None,16,1
249,52.448315,-2.051012,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: None,12,1
250,52.541313,-2.058566,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: None,16,1
251,52.453142,-1.733347,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: None<br>Gender: None,12,1
252,52.588117,-1.974761,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: None,8,1
253,52.585960,-2.123303,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: None,12,1
254,53.790017,-1.760546,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Pakistani<br>Age: 25-34<br>Gender: Male,8,41
255,53.722593,-1.776508,Reason: Article for use in theft<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
256,53.645638,-1.782466,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
257,53.808859,-1.516555,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: None,12,11
258,53.687230,-1.498673,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Pakistani<br>Age: 18-24<br>Gender: Male,12,41
259,54.951506,-1.568929,Reason: Article for use in theft<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
260,51.517871,-0.107375,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Female,4,1
261,51.553027,0.139408,Reason: Controlled drugs<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
262,51.559487,-0.196897,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Male,4,1
263,51.502052,0.138143,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
264,51.528782,-0.216621,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: 25-34<br>Gender: Female,8,11
265,51.399794,0.094295,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
266,51.516120,-0.129961,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
267,51.398009,-0.090778,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Caribbean<br>Age: 18-24<br>Gender: Male,12,31
268,51.548398,-0.353434,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
269,51.680482,-0.048643,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Female,12,11
270,51.481480,-0.025652,Reason: Anything to threaten or harm anyone<br>Ethnicity: Mixed/Multiple ethnic groups - White and Black African<br>Age: 18-24<br>Gender: Male,12,21
271,51.541662,-0.076176,Reason: Offensive weapons<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 10-17<br>Gender: Male,16,31
272,51.516523,-0.236658,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: Male,12,11
273,51.586971,-0.065544,Reason: Stolen goods<br>Ethnicity: Other ethnic group - Not stated<br>Age: 10-17<br>Gender: Male,16,11
274,51.613302,-0.331617,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: 18-24<br>Gender: Male,12,41
275,51.611353,0.219828,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
276,51.471717,-0.490059,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: 25-34<br>Gender: Male,8,11
277,51.475069,-0.395804,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
278,51.531286,-0.120675,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
279,51.486829,-0.173175,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 25-34<br>Gender: Male,8,31
280,51.389590,-0.294104,Reason: Evidence of offences under the Act<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Female,8,1
281,51.436539,-0.103243,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
282,51.477871,-0.039979,Reason: Offensive weapons<br>Ethnicity: Black/African/Caribbean/Black British - Caribbean<br>Age: 18-24<br>Gender: Male,12,31
283,51.399101,-0.187268,Reason: Evidence of offences under the Act<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
284,51.551105,0.004305,Reason: Controlled drugs<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
285,51.561454,0.076278,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: 18-24<br>Gender: Male,12,1
286,51.427877,-0.330079,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
287,51.493160,-0.100706,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
288,51.350438,-0.148505,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: 10-17<br>Gender: Male,16,11
289,51.530362,-0.037321,Reason: Offensive weapons<br>Ethnicity: Asian/Asian British - Bangladeshi<br>Age: 10-17<br>Gender: Male,16,41
290,51.554181,-0.007316,Reason: Controlled drugs<br>Ethnicity: Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background<br>Age: 25-34<br>Gender: Male,8,21
291,51.476771,-0.139102,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
292,51.513904,-0.130801,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
293,53.283205,-4.561774,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: None,12,1
294,53.232722,-4.130166,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
295,53.315917,-3.822854,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
296,53.313700,-3.497107,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
297,53.184081,-3.094438,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
298,53.010609,-3.058922,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
299,52.415680,-3.765376,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
300,51.742668,-4.795816,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 10-17<br>Gender: Male,16,31
301,51.815924,-4.506647,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
302,51.617489,-3.944932,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
303,51.752950,-3.799359,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
304,51.532832,-3.562601,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
305,51.405665,-3.269318,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
306,51.476028,-3.177099,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Bangladeshi<br>Age: 25-34<br>Gender: Male,8,41
307,51.605900,-3.092690,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
